id,name,slug,description,categoryId,brandId,basePrice,createdAt,updatedAt
0eb9eb72-1afa-4b25-a6b0-85a40f2cd75a,Sports and Outdoors Product 99,sports-and-outdoors-product-99,A great Sports and Outdoors product from Apex Gear.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,6a33a8e0-b007-4bab-a5d8-fe7334e1571e,9226.18833611351,2026-01-01,2026-01-01
42c24c1d-ef2d-420a-9fbf-5a76b312c760,Groceries Product 100,groceries-product-100,A great Groceries product from Trendify.,a9f62412-ab4e-46a4-b908-215d900d4611,38fe5ff3-331d-49a1-afde-2111ae92f3a3,9992.93144500335,2026-01-01,2026-01-01
a60fb20f-7062-47e0-aadb-161ac22f512c,Books Product 101,books-product-101,A great Books product from Urban Edge.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,d9473997-4972-49fa-afca-292f068b1c0d,9307.112072945534,2026-01-01,2026-01-01
a7e1ccd9-b750-4703-9492-3d55f5cb6e10,Beauty and Personal Care Product 102,beauty-and-personal-care-product-102,A great Beauty and Personal Care product from Everyday Essentials.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,2578be8c-af9e-4366-8e87-f6b6132a0d4d,8078.430111530015,2026-01-01,2026-01-01
b4c23fb0-8832-48b3-addd-ee40ec46ff33,Beauty and Personal Care Product 103,beauty-and-personal-care-product-103,A great Beauty and Personal Care product from Pure Living.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,0709ae63-126c-48f5-bfd7-249e276cc1d0,1040.7354219189858,2026-01-01,2026-01-01
d9297485-595b-4726-9ebb-120bd0ecd0da,Groceries Product 104,groceries-product-104,A great Groceries product from Vitality.,a9f62412-ab4e-46a4-b908-215d900d4611,f87917e9-127f-403b-9e44-65092d81f281,3379.570167197001,2026-01-01,2026-01-01
eeab089c-9f01-4593-908b-fb879b04bf6e,Electronics Product 105,electronics-product-105,A great Electronics product from Solstice.,f1734bdc-1bd8-41d7-a347-608eff237041,89ea2f17-c2ca-4fef-ae5a-6dd6957c69a1,3247.2996758015443,2026-01-01,2026-01-01
288a567f-c603-471d-b673-584b8d8d5ee7,Clothing Product 106,clothing-product-106,A great Clothing product from Momentum.,0c4c8110-d542-431d-87fd-89c15fb61e5b,5ac558dd-7bb9-4a4b-bb5b-98235542daca,8870.062665966538,2026-01-01,2026-01-01
bab17d21-13c9-43be-b2e7-22c50cbf9564,Toys and Games Product 107,toys-and-games-product-107,A great Toys and Games product from Nova.,04a586fb-05d6-43e7-8899-82be5e81b1f7,1cdf4477-f1db-4444-ac52-cb34c06bdf98,6839.97741355957,2026-01-01,2026-01-01
88fd2c51-5ee5-420f-899c-91dad48657d6,Books Product 108,books-product-108,A great Books product from Peak Performance.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,28660588-c024-4d81-8d09-8bd42223f1a9,7736.438319422648,2026-01-01,2026-01-01
fd206e46-ffcf-4c56-89d7-b069ebc43222,Sports and Outdoors Product 109,sports-and-outdoors-product-109,A great Sports and Outdoors product from Bright Home.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,bc8e5b81-224b-49b8-a9e0-617276d0601a,8452.861971283388,2026-01-01,2026-01-01
0a568c10-b6ac-4b66-a10a-034b277db8a5,Groceries Product 110,groceries-product-110,A great Groceries product from Vitality.,a9f62412-ab4e-46a4-b908-215d900d4611,f87917e9-127f-403b-9e44-65092d81f281,3191.798862131267,2026-01-01,2026-01-01
dccda600-beb6-4680-a92d-786a133ac30d,Clothing Product 111,clothing-product-111,A great Clothing product from Peak Performance.,0c4c8110-d542-431d-87fd-89c15fb61e5b,28660588-c024-4d81-8d09-8bd42223f1a9,2148.1503630107154,2026-01-01,2026-01-01
17b5b7a7-a5ea-4f0a-931b-71e706f6b6b6,Beauty and Personal Care Product 112,beauty-and-personal-care-product-112,A great Beauty and Personal Care product from Everyday Essentials.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,2578be8c-af9e-4366-8e87-f6b6132a0d4d,7446.218211575996,2026-01-01,2026-01-01
37a7b5e9-9401-4dac-be16-991592f7feca,Clothing Product 113,clothing-product-113,A great Clothing product from Momentum.,0c4c8110-d542-431d-87fd-89c15fb61e5b,5ac558dd-7bb9-4a4b-bb5b-98235542daca,1598.8996408497242,2026-01-01,2026-01-01
75c9d305-b18e-45fe-8268-e261f5336158,Groceries Product 114,groceries-product-114,A great Groceries product from Pure Living.,a9f62412-ab4e-46a4-b908-215d900d4611,0709ae63-126c-48f5-bfd7-249e276cc1d0,1650.6682961268154,2026-01-01,2026-01-01
5e981192-3c4a-4917-ad31-42afa60a0ed2,Groceries Product 115,groceries-product-115,A great Groceries product from Craft & Co.,a9f62412-ab4e-46a4-b908-215d900d4611,278f3623-d35c-48bb-a43e-94635e8cef64,9445.040636329391,2026-01-01,2026-01-01
a010eade-9842-4c39-bc44-b2134211b493,Groceries Product 116,groceries-product-116,A great Groceries product from Zenith.,a9f62412-ab4e-46a4-b908-215d900d4611,02664f5d-9fc8-4a73-ad4d-af0c636ac975,8425.389685974522,2026-01-01,2026-01-01
55759751-2943-4672-a92f-9ec383799c00,Toys and Games Product 117,toys-and-games-product-117,A great Toys and Games product from Lumin.,04a586fb-05d6-43e7-8899-82be5e81b1f7,584f0bfe-f600-4cbc-9ff3-923419ba96ed,8101.237721469393,2026-01-01,2026-01-01
81aa24b9-62e1-4b34-99b6-c9ed4b77f9c0,Beauty and Personal Care Product 118,beauty-and-personal-care-product-118,A great Beauty and Personal Care product from Zenith.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,02664f5d-9fc8-4a73-ad4d-af0c636ac975,1195.1403465186083,2026-01-01,2026-01-01
2903bec2-c873-4569-880e-ace6aa893300,Home and Garden Product 119,home-and-garden-product-119,A great Home and Garden product from Everyday Essentials.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,2578be8c-af9e-4366-8e87-f6b6132a0d4d,6650.2419385135745,2026-01-01,2026-01-01
0060db38-4fa7-4234-a724-05aecf4d76ec,Books Product 120,books-product-120,A great Books product from Nova.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,1cdf4477-f1db-4444-ac52-cb34c06bdf98,2727.3173801369776,2026-01-01,2026-01-01
50ee4b15-604c-4fba-b3b4-2c3fc282320c,Clothing Product 121,clothing-product-121,A great Clothing product from Vitality.,0c4c8110-d542-431d-87fd-89c15fb61e5b,f87917e9-127f-403b-9e44-65092d81f281,3290.882162212824,2026-01-01,2026-01-01
bc884a16-b6b4-4178-9ef4-4d92ea5a1a3c,Groceries Product 122,groceries-product-122,A great Groceries product from Vitality.,a9f62412-ab4e-46a4-b908-215d900d4611,f87917e9-127f-403b-9e44-65092d81f281,4439.654939552478,2026-01-01,2026-01-01
66a2c372-0c26-4ff7-87dc-85d9c74d9d4b,Beauty and Personal Care Product 123,beauty-and-personal-care-product-123,A great Beauty and Personal Care product from Craft & Co.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,278f3623-d35c-48bb-a43e-94635e8cef64,1585.0497006340497,2026-01-01,2026-01-01
ab0bee58-7426-4e34-8da9-2ba86e1691bc,Home and Garden Product 124,home-and-garden-product-124,A great Home and Garden product from Solstice.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,89ea2f17-c2ca-4fef-ae5a-6dd6957c69a1,6536.526210843474,2026-01-01,2026-01-01
aeec2ac6-157b-458e-96e1-9dc19826877c,Groceries Product 125,groceries-product-125,A great Groceries product from Craft & Co.,a9f62412-ab4e-46a4-b908-215d900d4611,278f3623-d35c-48bb-a43e-94635e8cef64,2973.912766098712,2026-01-01,2026-01-01
25784127-6814-4aa2-9e8b-d33409be061e,Books Product 126,books-product-126,A great Books product from Trendify.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,38fe5ff3-331d-49a1-afde-2111ae92f3a3,9106.263737882868,2026-01-01,2026-01-01
263affe6-90ee-4e9d-9062-00e5cb5bf029,Clothing Product 127,clothing-product-127,A great Clothing product from Peak Performance.,0c4c8110-d542-431d-87fd-89c15fb61e5b,28660588-c024-4d81-8d09-8bd42223f1a9,8409.329906657393,2026-01-01,2026-01-01
fb981ec7-eda0-4ba7-9970-f652cc6460f7,Groceries Product 128,groceries-product-128,A great Groceries product from Everyday Essentials.,a9f62412-ab4e-46a4-b908-215d900d4611,2578be8c-af9e-4366-8e87-f6b6132a0d4d,6867.494768419622,2026-01-01,2026-01-01
194ce51e-a574-4ce2-91e7-7b07d994b9b3,Home and Garden Product 129,home-and-garden-product-129,A great Home and Garden product from Urban Edge.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,d9473997-4972-49fa-afca-292f068b1c0d,4341.360218853254,2026-01-01,2026-01-01
199d7d14-0053-4311-a835-27e51cb75649,Toys and Games Product 130,toys-and-games-product-130,A great Toys and Games product from Nova.,04a586fb-05d6-43e7-8899-82be5e81b1f7,1cdf4477-f1db-4444-ac52-cb34c06bdf98,9843.451798099804,2026-01-01,2026-01-01
678147b5-e382-480b-83c0-e390f75a0171,Beauty and Personal Care Product 131,beauty-and-personal-care-product-131,A great Beauty and Personal Care product from Bright Home.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,bc8e5b81-224b-49b8-a9e0-617276d0601a,6732.140196494183,2026-01-01,2026-01-01
a4ac63fc-ed15-4bf0-a139-a48cd0bb82a5,Groceries Product 132,groceries-product-132,A great Groceries product from Solstice.,a9f62412-ab4e-46a4-b908-215d900d4611,89ea2f17-c2ca-4fef-ae5a-6dd6957c69a1,3966.1252662773554,2026-01-01,2026-01-01
29d5f06d-0527-49c1-a761-3f684518e0ee,Toys and Games Product 133,toys-and-games-product-133,A great Toys and Games product from Craft & Co.,04a586fb-05d6-43e7-8899-82be5e81b1f7,278f3623-d35c-48bb-a43e-94635e8cef64,1169.047770113547,2026-01-01,2026-01-01
3ca7b1e0-3bc8-4d6a-8ca1-c92e8ef4f818,Clothing Product 134,clothing-product-134,A great Clothing product from Trendify.,0c4c8110-d542-431d-87fd-89c15fb61e5b,38fe5ff3-331d-49a1-afde-2111ae92f3a3,1901.7553992713563,2026-01-01,2026-01-01
542742d3-e185-423c-936c-10bc8b3fb25e,Clothing Product 135,clothing-product-135,A great Clothing product from Pure Living.,0c4c8110-d542-431d-87fd-89c15fb61e5b,0709ae63-126c-48f5-bfd7-249e276cc1d0,3203.863493826081,2026-01-01,2026-01-01
4f53b5a8-69e4-4611-8a4f-4a65710de1db,Toys and Games Product 136,toys-and-games-product-136,A great Toys and Games product from Pure Living.,04a586fb-05d6-43e7-8899-82be5e81b1f7,0709ae63-126c-48f5-bfd7-249e276cc1d0,8876.467461960745,2026-01-01,2026-01-01
14217782-4928-41c6-9d7a-b55eb3ea4de2,Electronics Product 137,electronics-product-137,A great Electronics product from Nova.,f1734bdc-1bd8-41d7-a347-608eff237041,1cdf4477-f1db-4444-ac52-cb34c06bdf98,5338.074790009506,2026-01-01,2026-01-01
cd52b61d-6635-4c05-b069-b39a55229945,Books Product 138,books-product-138,A great Books product from Peak Performance.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,28660588-c024-4d81-8d09-8bd42223f1a9,7088.3245544663105,2026-01-01,2026-01-01
d7726a2a-3467-4ece-9ed7-a777beeb9f19,Sports and Outdoors Product 139,sports-and-outdoors-product-139,A great Sports and Outdoors product from Craft & Co.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,278f3623-d35c-48bb-a43e-94635e8cef64,8177.328837800863,2026-01-01,2026-01-01
c7173086-e491-4428-932f-bf2475005a14,Beauty and Personal Care Product 140,beauty-and-personal-care-product-140,A great Beauty and Personal Care product from Urban Edge.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,d9473997-4972-49fa-afca-292f068b1c0d,8689.325582542608,2026-01-01,2026-01-01
9b8ee665-8d39-4c15-a8a4-dd05406f3a4f,Toys and Games Product 141,toys-and-games-product-141,A great Toys and Games product from Craft & Co.,04a586fb-05d6-43e7-8899-82be5e81b1f7,278f3623-d35c-48bb-a43e-94635e8cef64,1744.6928452179568,2026-01-01,2026-01-01
f64c0ffc-7158-4be7-853a-0c84cad081ed,Home and Garden Product 142,home-and-garden-product-142,A great Home and Garden product from Lumin.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,584f0bfe-f600-4cbc-9ff3-923419ba96ed,8268.896754589929,2026-01-01,2026-01-01
2866294a-308e-4f33-b312-bb8937ee0ba7,Books Product 143,books-product-143,A great Books product from Peak Performance.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,28660588-c024-4d81-8d09-8bd42223f1a9,5851.462342138562,2026-01-01,2026-01-01
5b8df8da-bacb-4653-8288-f536c0b444be,Electronics Product 144,electronics-product-144,A great Electronics product from Trendify.,f1734bdc-1bd8-41d7-a347-608eff237041,38fe5ff3-331d-49a1-afde-2111ae92f3a3,2381.274162560738,2026-01-01,2026-01-01
aecf5e98-01f3-4fbf-81cf-fbccbf9081f5,Toys and Games Product 145,toys-and-games-product-145,A great Toys and Games product from Everyday Essentials.,04a586fb-05d6-43e7-8899-82be5e81b1f7,2578be8c-af9e-4366-8e87-f6b6132a0d4d,5736.785599796894,2026-01-01,2026-01-01
f62ac818-36d6-4f1a-a9dd-846b5046ff40,Beauty and Personal Care Product 146,beauty-and-personal-care-product-146,A great Beauty and Personal Care product from Lumin.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,584f0bfe-f600-4cbc-9ff3-923419ba96ed,8639.553949879846,2026-01-01,2026-01-01
bbf6b6f2-9d08-4d58-a6db-3abed090f1cb,Groceries Product 147,groceries-product-147,A great Groceries product from Craft & Co.,a9f62412-ab4e-46a4-b908-215d900d4611,278f3623-d35c-48bb-a43e-94635e8cef64,6206.7620170796345,2026-01-01,2026-01-01
5886affb-c157-4d67-9b8e-71273d373301,Groceries Product 148,groceries-product-148,A great Groceries product from Pure Living.,a9f62412-ab4e-46a4-b908-215d900d4611,0709ae63-126c-48f5-bfd7-249e276cc1d0,3398.11729019203,2026-01-01,2026-01-01
92b97174-851a-4223-8ff2-48252d4c22c3,Beauty and Personal Care Product 149,beauty-and-personal-care-product-149,A great Beauty and Personal Care product from Urban Edge.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,d9473997-4972-49fa-afca-292f068b1c0d,8646.715808354367,2026-01-01,2026-01-01
