id,productId,date,unitsSold,revenue,avgPrice,viewCount,stockEndOfDay
5654e67e-8ef2-42f7-84af-4f85c2701ccf,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-03,6,0,5851.462342138562,3,119
e6247927-bdff-46e2-b5ec-2a2c71b02887,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-04,4,0,5851.462342138562,1,121
6dbdf67a-5ff8-496d-a265-e9be4c5a70d5,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-06,2,0,5851.462342138562,1,71
3f27360b-497b-478b-a315-a4d4cb70b5ad,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-08,2,0,5851.462342138562,2,20
b335a569-208a-4744-bf7a-efeab0e20051,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-09,7,0,5851.462342138562,1,1
5a91b822-a7a0-45cd-9a78-c53480a016f4,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-10,8,0,5851.462342138562,3,23
b227e7c2-75f1-4fa1-a4b8-b683cc1db387,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-12,3,0,5851.462342138562,2,173
91876bfc-14e6-4d07-a7da-05c7b4b416c3,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-13,0,0,5851.462342138562,3,45
9932e6eb-05c6-44f9-a239-be258b2241a4,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-14,7,0,5851.462342138562,4,141
5ded827d-9f8f-4a68-9b65-78c2620b57c4,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-15,7,0,5851.462342138562,5,125
724581a2-7269-4e0a-a683-1c69a18c9c29,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-16,1,0,5851.462342138562,1,3
8b6226b2-db16-4fc1-8844-7e41a67428b1,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-17,4,0,5851.462342138562,4,148
a0865b90-d2dd-4096-a6a8-fa792c63a7fd,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-18,0,0,5851.462342138562,1,45
a002a7f5-d637-4bb1-9ad1-3f259f9fbf41,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-19,8,0,5851.462342138562,1,41
e1a21a45-468d-4352-8cfe-7d1987693e3b,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-20,9,0,5851.462342138562,3,70
cd7df3d8-0e2c-40d1-b866-089ba4f6dc51,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-21,7,0,5851.462342138562,1,138
48ff86a6-52ce-4811-8ba6-1e7bcf3717c2,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-22,2,0,5851.462342138562,1,101
470eaeb4-241d-4023-bc3f-0486051bb9ff,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-25,5,0,5851.462342138562,3,125
be40e377-440d-43da-b14b-b2eb8faa5a51,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-26,6,0,5851.462342138562,1,193
17162a21-5d87-4205-8797-0c32995fcd52,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-27,7,0,5851.462342138562,2,126
fd240e11-6faf-43d3-aad5-be24b63b00e8,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-29,4,0,5851.462342138562,2,168
df08c8b3-befb-410b-8100-90b724f8360a,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-06-30,4,0,5851.462342138562,3,103
defe3822-1faf-4897-83a3-f004fb727479,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-01,1,0,5851.462342138562,1,183
228ed9a5-7dd3-4592-a97e-f0ef519971f0,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-02,9,0,5851.462342138562,3,135
e9273565-d1c4-4428-9e6e-571b11adaca6,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-03,4,0,5851.462342138562,1,1
b4f81784-422c-4ced-a677-cfa868d6b38d,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-04,0,0,5851.462342138562,1,97
983c737c-c2c0-4ed7-9ed0-578c6965267e,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-06,5,0,5851.462342138562,1,142
8004840b-b923-40e6-a116-20c3340e2976,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-07,1,0,5851.462342138562,1,15
c00f92c8-2d5c-4e86-a868-bd0a49939db7,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-08,0,0,5851.462342138562,3,7
df92c748-7ada-4702-88fa-8188a33ea17b,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-10,8,0,5851.462342138562,1,100
6615e39a-fd33-4d6f-beea-fbe523bcc92b,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-11,2,0,5851.462342138562,1,48
5cf5988f-71fd-4ec5-91ee-1d44c5e1417b,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-13,2,0,5851.462342138562,1,32
a971ce97-a6de-4e18-abdc-8b16d393df07,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-14,8,0,5851.462342138562,1,1
e0543046-b4b1-43ec-ac5e-f06780b05d1b,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-15,1,0,5851.462342138562,1,125
3334c5e8-9a85-4ce1-a972-de5ffc9b3370,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-19,6,0,5851.462342138562,4,107
cff54b18-db65-48e5-9cc4-da51c3bd1971,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-20,4,0,5851.462342138562,3,133
66d180fd-eb97-41e3-af16-84319e91646b,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-21,5,0,5851.462342138562,2,184
fda7d24a-4c40-4cc4-8d62-8186e1b7fcad,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-22,5,0,5851.462342138562,5,188
dc73c7b3-ced2-4069-90cb-c66170cea2b7,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-23,0,0,5851.462342138562,2,155
23fe9977-ee5a-4f69-b457-a777043a01e3,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-24,3,0,5851.462342138562,2,110
ea7db799-15e4-4564-88e8-f4c44037d5c6,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-26,5,0,5851.462342138562,1,37
00d477e4-fab5-4942-aec8-6ccf49ca7b38,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-28,7,0,5851.462342138562,2,148
55a96bd7-de1a-49b1-99ab-cd986dffebcd,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-29,3,0,5851.462342138562,1,187
5c699be1-e4a1-4e72-9860-98bc4404c279,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-30,0,0,5851.462342138562,3,19
28e69d4e-12ad-4235-83fa-45caead973c3,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-07-31,5,0,5851.462342138562,4,87
69accca7-5b0c-4627-b054-665f28807346,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-01,5,0,5851.462342138562,1,193
7b814613-993e-41ac-99eb-81bae8e42772,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-02,7,0,5851.462342138562,2,5
bdb39301-b959-4531-a3e9-0e4500fc5bbb,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-03,5,0,5851.462342138562,1,84
3817cd6b-8efe-4efa-81f5-04179f65b775,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-04,3,0,5851.462342138562,2,168
3c06b1b6-7274-4a66-ac8c-203a02958511,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-05,3,0,5851.462342138562,3,86
c0ae95df-6d22-46e3-85b1-02f5746fe7aa,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-06,6,0,5851.462342138562,2,44
8b54d96b-cb2d-4873-a149-e14e9b2b2abe,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-07,5,0,5851.462342138562,1,149
2acdd990-6ba5-4ec0-8463-5218982c85d7,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-09,9,0,5851.462342138562,3,132
0ee6e292-6107-4462-92a6-66d6ee63238c,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-10,2,0,5851.462342138562,3,153
12b2dc06-3c76-4215-8cbe-1d8517776a62,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-11,3,0,5851.462342138562,2,84
7212f556-dfaf-4216-97f6-24394b2c03cf,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-12,6,0,5851.462342138562,3,125
2d0c6d51-96d5-436f-8462-4f5f29dc6918,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-13,6,0,5851.462342138562,1,146
282e0673-dc56-4ec5-8998-18fa0c1aef02,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-14,3,0,5851.462342138562,2,112
0eeeffa7-c772-49b3-a714-545dc3960604,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-15,4,0,5851.462342138562,4,121
1d1fe9fb-b59f-4ee4-95be-9c93ca3b139b,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-16,3,0,5851.462342138562,2,18
472598f4-34a9-45b6-ba21-18d05bd661e8,2866294a-308e-4f33-b312-bb8937ee0ba7,2026-08-17,8,0,5851.462342138562,1,187
0eeef02f-6c6c-4d6b-9951-036223dfad87,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-22,7,0,8870.062665966538,1,118
66ab9741-63fb-490d-90e3-8a101811c61d,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-23,8,0,8870.062665966538,2,113
a6405181-54ee-4bd0-bfe5-f4a4215d0ceb,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-24,7,0,8870.062665966538,1,18
184e20e3-8a30-4b82-8b24-6d55ab2a2740,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-25,1,0,8870.062665966538,2,45
07cbb8c8-601c-4fa5-832d-ba0e84f47dfe,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-27,1,0,8870.062665966538,2,92
37245219-c5e5-45ed-be3e-502e4f4928a9,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-28,2,0,8870.062665966538,2,103
f6201f45-25ab-4a87-98b2-1b0ee3e65522,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-29,0,0,8870.062665966538,3,53
7183cfb2-129f-40c9-ba56-d1a8044cdc08,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-30,4,0,8870.062665966538,1,10
840b91cc-30a3-4011-bb76-bbb8df1d2638,288a567f-c603-471d-b673-584b8d8d5ee7,2026-05-31,9,0,8870.062665966538,1,98
755234b1-1b57-4b34-989f-450a3cea941a,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-01,3,0,8870.062665966538,1,34
1503992b-0a98-435a-ad33-194e7d97c145,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-03,0,0,8870.062665966538,1,8
9e1b09af-66c2-419e-b72e-e363e9435c8c,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-04,3,0,8870.062665966538,2,93
3c692ed3-bad0-4062-bf1a-96bcea1b6141,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-05,4,0,8870.062665966538,1,7
bf710bc6-9a71-4991-b700-35865f673839,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-06,2,0,8870.062665966538,1,60
62ece2e4-90ac-4742-aa90-c41aed090f84,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-07,8,0,8870.062665966538,1,54
55e7edc1-a52a-4546-af86-07a3d295ce01,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-08,5,0,8870.062665966538,1,101
faa1474a-20fd-4c3c-9d5d-bd0b77937e4d,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-09,7,0,8870.062665966538,3,65
39f075c2-cdb8-4e9e-9253-6a6e282f8c06,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-10,3,0,8870.062665966538,2,91
b7cdf322-8f5b-4949-9d4d-c6f3a4566520,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-11,4,0,8870.062665966538,2,159
37eca0ce-6e7a-4d6f-ad1a-0c99e72ff2be,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-12,4,0,8870.062665966538,1,194
29f0006e-4445-456e-8e0b-eb0dc7d2e6a0,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-13,5,0,8870.062665966538,2,145
86cd4b80-42e6-4346-8be8-36494ad0347b,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-15,7,0,8870.062665966538,3,145
d51c834f-9f69-475c-abaf-c3bb68d411bb,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-17,0,0,8870.062665966538,2,107
ff3513e9-07d6-43b2-aa48-b91e0ad68f3b,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-18,5,0,8870.062665966538,3,98
5b5be45d-446a-499b-968a-2f604dc18cd0,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-19,1,0,8870.062665966538,2,190
68015bc8-5291-401e-98da-58e603210e1f,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-21,5,0,8870.062665966538,1,171
f75867bb-eff4-4790-8495-85c0e5ba2d9b,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-23,7,0,8870.062665966538,1,188
d1327762-6028-457a-a8e6-7ce17432efe3,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-24,3,0,8870.062665966538,4,102
f13c3b20-6221-4517-b803-e1f8d2af2a7e,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-25,0,0,8870.062665966538,3,57
856eca31-0d4c-4f3d-80bb-af6cc039cc7a,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-26,8,0,8870.062665966538,3,97
361cd9ea-1604-4339-bf4a-9d672540adb4,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-27,3,0,8870.062665966538,1,174
e86f8c4e-c52f-441b-9b9d-c07dfc1c55f2,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-28,6,0,8870.062665966538,3,125
296e88d0-068b-4b18-b5bc-8dd574c2208d,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-29,1,0,8870.062665966538,1,183
9513b9e5-60ed-4f72-b7e5-3c4d4b16a188,288a567f-c603-471d-b673-584b8d8d5ee7,2026-06-30,8,0,8870.062665966538,1,23
7afbf266-f5ee-499d-948e-6f3d6994ca8f,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-01,2,0,8870.062665966538,1,172
a91c0728-bd20-41bf-99cf-d4c86d109472,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-02,7,0,8870.062665966538,1,87
dd89b0ce-0adb-4880-a103-a83c2e54338f,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-03,5,0,8870.062665966538,2,127
5b20b517-d1a5-4409-a947-e4be22772268,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-04,8,0,8870.062665966538,1,149
9241358c-252a-400b-a833-b1f2e44f47b5,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-05,1,0,8870.062665966538,4,125
a045fdef-1a34-440b-85f7-b37126abf2a1,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-07,6,0,8870.062665966538,1,117
66752379-aa6a-4b78-a569-3c01f66e6fed,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-09,3,0,8870.062665966538,4,77
d86f2172-2bb0-439b-b64a-44750ff2e8be,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-10,5,0,8870.062665966538,1,139
066128ab-8aba-47ff-8e85-4427cc1ece9d,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-11,1,0,8870.062665966538,2,65
5bd9944e-4b94-4ef7-bf05-474cd5fc61c7,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-12,1,0,8870.062665966538,2,100
48491a20-d305-4e81-a233-165fcd06ba22,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-14,2,0,8870.062665966538,1,131
45a32117-72d7-4f5e-b1cf-787274e17864,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-15,5,0,8870.062665966538,1,27
19bcebae-849c-4e17-8973-1a4eedaa4e6f,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-16,4,0,8870.062665966538,4,56
58b49fbf-d6fa-4b29-865f-06648030465b,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-18,7,0,8870.062665966538,2,198
7d79d68a-678f-4131-8977-ae2411f68f88,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-19,6,0,8870.062665966538,2,54
b5648420-36d0-47ec-8a28-6c2e9598104d,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-20,3,0,8870.062665966538,1,131
21dd77a4-ecaa-40ff-98ca-0f0cf2743096,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-21,4,0,8870.062665966538,3,46
6c35ec86-1c1a-4582-8ada-e019c707e805,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-22,3,0,8870.062665966538,4,66
e11ece7a-50ce-4327-a547-2178255ec8b3,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-23,2,0,8870.062665966538,3,19
1210e7ba-fa5b-4f0b-9417-f3fd2a8df086,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-26,0,0,8870.062665966538,2,48
37ff4dca-5207-4b2c-afd0-9a9953fd07da,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-27,1,0,8870.062665966538,5,46
114d647f-40e4-4f63-8636-aacfb66b9aff,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-28,2,0,8870.062665966538,1,177
614b8cba-fd79-4bc8-80f7-24e2835e579c,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-29,7,0,8870.062665966538,2,161
fee6e679-b7cd-4a25-9f13-7e0ca527b4c6,288a567f-c603-471d-b673-584b8d8d5ee7,2026-07-31,4,0,8870.062665966538,2,64
ca4fc43f-38d4-4cb5-8289-889829c6aeac,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-01,4,0,8870.062665966538,1,44
396a9c24-de3d-4b04-95b7-f9e77cdee5fe,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-02,7,0,8870.062665966538,2,76
9b9705bd-4804-4c7e-8cf8-813ab28a27c3,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-04,2,0,8870.062665966538,2,62
932d32cc-3361-4460-896c-1df87a18787d,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-05,7,0,8870.062665966538,1,30
50f510cf-1777-484a-a421-e87d124a66b8,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-06,7,0,8870.062665966538,2,27
4d36dbd0-0f36-492f-b716-9e32d76cff2a,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-09,3,0,8870.062665966538,2,120
0bc9a0b7-beba-4cb8-9bcb-e58f49111d40,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-10,7,0,8870.062665966538,3,20
b54f239d-89db-48de-94c2-b7ea7fdb035a,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-11,4,0,8870.062665966538,1,4
6d12e500-6d29-48bf-911a-2cf2c9158483,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-12,6,0,8870.062665966538,3,84
2d55f47f-53ec-43eb-bad8-24196ed76df4,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-13,3,0,8870.062665966538,2,71
64d1fc94-82ce-41f6-9f5d-122ae11eef87,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-14,4,0,8870.062665966538,2,148
14725b77-9b7e-41d0-b697-ba004cc24d52,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-15,0,0,8870.062665966538,2,176
b7198ada-efd9-401b-8d6a-4dad652dd66f,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-16,6,0,8870.062665966538,1,60
8cc8b81c-dded-4776-b6e5-f3a371fe37b5,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-17,6,0,8870.062665966538,2,199
c46ee621-5486-4b89-8dc8-5374d22aebdc,288a567f-c603-471d-b673-584b8d8d5ee7,2026-08-19,4,0,8870.062665966538,2,178
a334dff3-0afb-4bc9-89af-ffff0fb1f71a,2903bec2-c873-4569-880e-ace6aa893300,2026-05-22,1,0,6650.2419385135745,3,155
cad96cfd-aa47-4f8e-ba97-db18a5de86c3,2903bec2-c873-4569-880e-ace6aa893300,2026-05-23,3,0,6650.2419385135745,1,174
80baed31-3017-4e16-8c97-83cb4ac5c16d,2903bec2-c873-4569-880e-ace6aa893300,2026-05-24,4,0,6650.2419385135745,2,130
276138d6-b76f-4dc6-b5df-b75b508e0d72,2903bec2-c873-4569-880e-ace6aa893300,2026-05-25,0,0,6650.2419385135745,2,6
62136f8b-75f4-452e-b454-bba093f2c680,2903bec2-c873-4569-880e-ace6aa893300,2026-05-26,7,0,6650.2419385135745,1,126
57305484-a985-4754-bc07-9ce62b874861,2903bec2-c873-4569-880e-ace6aa893300,2026-05-27,7,0,6650.2419385135745,2,37
8ed658c1-5791-41d8-b8fb-9c293996329c,2903bec2-c873-4569-880e-ace6aa893300,2026-05-28,3,0,6650.2419385135745,2,65
855c32fc-7c4a-4d2c-8653-ac4ee6ba89a5,2903bec2-c873-4569-880e-ace6aa893300,2026-05-29,6,0,6650.2419385135745,2,112
0d812ad6-d3f5-4aec-a325-8562de649bce,2903bec2-c873-4569-880e-ace6aa893300,2026-05-30,4,0,6650.2419385135745,2,113
adaa2258-40e7-40cc-a619-34ee4acbd5ff,2903bec2-c873-4569-880e-ace6aa893300,2026-05-31,9,0,6650.2419385135745,2,164
9bf2d70d-cdf0-4c05-9a16-1acb7598d1b5,2903bec2-c873-4569-880e-ace6aa893300,2026-06-01,4,0,6650.2419385135745,1,37
82a38192-8895-4d3c-922e-f1043cf2b61e,2903bec2-c873-4569-880e-ace6aa893300,2026-06-02,0,0,6650.2419385135745,2,49
71ce03d5-3139-47eb-88d0-5a8a343a9c43,2903bec2-c873-4569-880e-ace6aa893300,2026-06-03,4,0,6650.2419385135745,1,164
96f6d3ee-99c8-4a6a-83ff-1ef0ea62beb8,2903bec2-c873-4569-880e-ace6aa893300,2026-06-05,4,0,6650.2419385135745,2,12
7b2b7867-499e-4433-843a-e3ed8bea81c1,2903bec2-c873-4569-880e-ace6aa893300,2026-06-06,6,0,6650.2419385135745,1,80
4a6479ea-3b84-4979-9392-0a19ab24fbbe,2903bec2-c873-4569-880e-ace6aa893300,2026-06-07,9,0,6650.2419385135745,2,190
1ce318bb-392c-477a-8629-2eb36464d740,2903bec2-c873-4569-880e-ace6aa893300,2026-06-08,4,0,6650.2419385135745,4,142
445c3610-4261-423b-8a25-709dfd73ed99,2903bec2-c873-4569-880e-ace6aa893300,2026-06-09,7,0,6650.2419385135745,1,91
529d9269-bb1e-4050-ba61-5804b9975043,2903bec2-c873-4569-880e-ace6aa893300,2026-06-11,8,0,6650.2419385135745,1,55
6c427590-6e40-4618-b4c6-50b269e34282,2903bec2-c873-4569-880e-ace6aa893300,2026-06-12,9,0,6650.2419385135745,1,142
8844ccb5-db6d-4f55-985b-af3a28b85bdb,2903bec2-c873-4569-880e-ace6aa893300,2026-06-13,7,0,6650.2419385135745,5,129
3509be71-34e3-4297-b3b1-8bb4b2d6ec16,2903bec2-c873-4569-880e-ace6aa893300,2026-06-14,3,0,6650.2419385135745,1,180
15d7c8af-4dcc-4c78-b23f-36f1b1e38624,2903bec2-c873-4569-880e-ace6aa893300,2026-06-16,0,0,6650.2419385135745,1,157
deaa240f-6481-4901-b964-d08b0003530c,2903bec2-c873-4569-880e-ace6aa893300,2026-06-17,2,0,6650.2419385135745,1,110
4b08876d-0009-4cb3-861b-1000602b0e7a,2903bec2-c873-4569-880e-ace6aa893300,2026-06-18,3,0,6650.2419385135745,2,176
d14b75e6-e5c4-4f0d-a710-2a7e93b2447e,2903bec2-c873-4569-880e-ace6aa893300,2026-06-20,9,0,6650.2419385135745,1,119
46c86aac-6916-4b3e-b764-89f89ef243e7,2903bec2-c873-4569-880e-ace6aa893300,2026-06-21,8,0,6650.2419385135745,1,154
c0249b94-968c-45c7-9e59-592cd8f5beef,2903bec2-c873-4569-880e-ace6aa893300,2026-06-22,3,0,6650.2419385135745,2,98
5633b116-524a-47a0-8d25-82984ed1c881,2903bec2-c873-4569-880e-ace6aa893300,2026-06-23,4,0,6650.2419385135745,1,31
18ed2df4-0d98-4d90-a1e5-4d01a5cff83f,2903bec2-c873-4569-880e-ace6aa893300,2026-06-24,4,0,6650.2419385135745,1,74
c4026dfb-489f-40a6-acba-64d02b13ffd1,2903bec2-c873-4569-880e-ace6aa893300,2026-06-25,3,0,6650.2419385135745,2,68
d76c11e1-1908-4d3a-b757-4d3616653ad6,2903bec2-c873-4569-880e-ace6aa893300,2026-06-26,7,0,6650.2419385135745,1,153
97e47bde-54e9-44b3-80d3-b3167d75f5f9,2903bec2-c873-4569-880e-ace6aa893300,2026-06-27,1,0,6650.2419385135745,1,60
bc882385-c3bd-4f6b-858e-7296bbf4c790,2903bec2-c873-4569-880e-ace6aa893300,2026-06-28,2,0,6650.2419385135745,3,72
99ba9189-4f48-40f0-a5fe-4d4cfa82ded6,2903bec2-c873-4569-880e-ace6aa893300,2026-06-30,2,0,6650.2419385135745,1,167
2c81b7b5-ff0e-4da8-9e59-6f341356accf,2903bec2-c873-4569-880e-ace6aa893300,2026-07-01,8,0,6650.2419385135745,3,25
8bd0c0c1-364c-4c73-9df2-6502e87cc353,2903bec2-c873-4569-880e-ace6aa893300,2026-07-04,9,0,6650.2419385135745,3,34
dc17dc18-35e1-4fce-9b29-49f690a54cc3,2903bec2-c873-4569-880e-ace6aa893300,2026-07-05,9,0,6650.2419385135745,1,27
6d64e812-499b-4312-abf9-7d5ff15ca413,2903bec2-c873-4569-880e-ace6aa893300,2026-07-06,0,0,6650.2419385135745,1,161
79bafb76-934c-455e-b34c-4932172ef44b,2903bec2-c873-4569-880e-ace6aa893300,2026-07-07,4,0,6650.2419385135745,1,173
f6d9e524-d4dd-4780-bee7-38828e11ac8d,2903bec2-c873-4569-880e-ace6aa893300,2026-07-09,7,0,6650.2419385135745,2,27
06cab395-df03-49d3-a81e-dcc666d6aba3,2903bec2-c873-4569-880e-ace6aa893300,2026-07-10,0,0,6650.2419385135745,1,69
38590836-cc2b-4289-9729-4d33464155c9,2903bec2-c873-4569-880e-ace6aa893300,2026-07-11,8,0,6650.2419385135745,3,127
d773370e-b5f6-487f-84f3-9c89de90ed71,2903bec2-c873-4569-880e-ace6aa893300,2026-07-12,4,0,6650.2419385135745,1,162
96e9a56a-0378-42a5-98e1-91bbd262c0fc,2903bec2-c873-4569-880e-ace6aa893300,2026-07-13,3,0,6650.2419385135745,5,176
18b70449-e107-40b1-940b-d9c5651a99b7,2903bec2-c873-4569-880e-ace6aa893300,2026-07-14,5,0,6650.2419385135745,2,85
b5cbe3b7-8281-48a7-ae66-8708e7b025b0,2903bec2-c873-4569-880e-ace6aa893300,2026-07-15,0,0,6650.2419385135745,1,10
efce740c-d750-4494-bbde-0362eb608194,2903bec2-c873-4569-880e-ace6aa893300,2026-07-16,5,0,6650.2419385135745,1,107
b83f6653-49df-47fd-984e-034ffd851e8c,2903bec2-c873-4569-880e-ace6aa893300,2026-07-17,9,0,6650.2419385135745,1,80
b0099f99-80cb-4076-a750-643adfc2ac7c,2903bec2-c873-4569-880e-ace6aa893300,2026-07-18,6,0,6650.2419385135745,1,9
850b1366-ea1e-4fb8-ac87-dd5a447688bc,2903bec2-c873-4569-880e-ace6aa893300,2026-07-20,2,0,6650.2419385135745,6,55
3bf596a5-1bae-43e8-92ce-4a1c1b074d5b,2903bec2-c873-4569-880e-ace6aa893300,2026-07-21,8,0,6650.2419385135745,3,91
